condition,domain,execution_family,final_endpoint_class,final_source,global_sequence_index,hard_contract_vector,model_slot_id,original_technical_class,paper_id,private_score,result_source_sha256,task_id,terminal_outcome,variant_id
F,software_engineering,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,757,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,263d374b49b8999dd8c2127fb93e249f2c31f8b5898d4bad67ea59a8eb200800,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
C,software_engineering,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,758,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,17ca094888dbf20074c8abad4a9b675520a4ff98f022b1cdf2e2ba683c86a899,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
C,software_engineering,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,759,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,f149fbd0db6b2985a04e97140ca5fb06031ec027d467422951e7b01454eea478,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
F,software_engineering,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,760,"[true,false]",deepseek_primary,response_format,se_perses,0.0,ae5654b0cafc1808071178ddbaf3ec1618240fbf63b032a1fb9fca69a1b1b9f0,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
F,software_engineering,alternate_reducers,operational_success,fg5_exact_output_direct,761,"[true,true]",deepseek_primary,exact_output_contract,se_perses,1.0,d9069f544231c6e738643da4b3a2779b9b9f461c319101826c7784d45b77990e,SE-PE-01,operational_success,source_window_ratio_60_v1
C,software_engineering,alternate_reducers,operational_success,payload_interface_successor,762,"[true,true]",deepseek_primary,payload_input_interface,se_perses,1.0,7686bd1a26c0049a07945784247047e6c6704ff2895ddcf5da76f6e8bbfff335,SE-PE-01,operational_success,source_window_ratio_60_v1
C,software_engineering,alternate_reducers,operational_success,fg5_exact_output_direct,763,"[true,true]",deepseek_primary,exact_output_contract,se_perses,1.0,f98c7e51c99916f5bd61cf87a79841f71c4f5afeaa4ec307c076c92addafb239,SE-PE-01,operational_success,source_window_ratio_60_v1
F,software_engineering,alternate_reducers,submission_or_case_coverage_failure,fg3_retained,764,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_perses,0.0,49b3b16aebbb619de65f0dc37204585bf5a9381dab1a52644acf636f2a3bc9fb,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
F,software_engineering,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,765,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,cc883cf8694fddc40a6fccbbea431c2be57402da5d3e2ed3e116d95a9e542b60,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
C,software_engineering,alternate_reducers,operational_success,fg5_exact_output_direct,766,"[true,true]",deepseek_primary,exact_output_contract,se_perses,1.0,00bd2bae10b9823c0cef8f89b1e073898c618809f5f0d2249b072655de97ed85,SE-PE-01,operational_success,source_window_ratio_60_v1
C,software_engineering,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,767,"[true,false]",deepseek_primary,exact_output_contract,se_perses,0.0,880ec508f1dac5ab93266108924ac5dc5b10b767b9925bea49a851fecab7a423,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
F,software_engineering,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,768,"[true,false]",deepseek_primary,exact_output_contract,se_perses,0.0,7e61e0778c852da3460f65daaa8ebe797d269b4369cb8e84ddc1d7609c6ad2c1,SE-PE-01,hard_contract_failure,source_window_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,769,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,9ecec98ae4d82233280910795d533bb2c92982d520e908e942a6bcc4e6cdb281,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,770,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,8fc22c086556aacec8721969b750cc79f347e1ec12384c3396cb8d78afaab7df,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,771,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,236d1f8b17ef001b5a2b8c53382ce1ebef9682f5741d9829f2338f6f9dff0892,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,772,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,ef91ea4cebc48212fa33e2fa7ee09cfda81619c7c15b6f907c1ed9b019bd1b0a,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,773,"[true,false]",deepseek_primary,response_format,data_hdbscan,0.71875,42b6c546dbac7b17b7747f8415d0e6946c4d78553df21f58a0a9b7485d723b82,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,774,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,c1a59196f789f917e54542caa2a03dede4d01b193c9812025db1b798d173bd92,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,775,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,15473a4064b8e0b9f1481da017ba6b8fffe0f2c28bf1adbe1441f1e23504357b,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,776,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,7964f16a75f45e7a39e5e0d2e921e07146b0b92d944b522998e1ae43ad0a70c0,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,777,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,e45f754b3e754399f10f7555237127656296e5fe32c284a4de4cbb3d52fd5db3,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,778,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,d9a91ce5d53f2708ed492f2dc4a3bec17a83a8e4a7eb9d57c686e2b27030745c,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,779,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,a0db2efa42b6a47a2dcf965b7d18d85ba53572ecc774ff4be7ee2ab7b5f578ac,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,780,"[true,false]",deepseek_primary,response_format,data_hdbscan,0.875,8c551939fd52dfce8fcdb1ce673bf1e9e744b11d6d629d16e7802442ccdbf6c4,DATA-HDB-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,781,"[true,false]",deepseek_primary,payload_input_interface,data_hdbscan,0.71875,dc4c0b91f005bb1b2daf98f5893e944ec56dea9ac5edb63c48bfd62b5d9d586c,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,782,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,05f31117f7a5dbf340ceb025a415f6d7ce1ee93e42f4cd8273b3b68e5ae3bdb3,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,783,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,3b4226486f856c78e4861efee2c4e3c5782e4fd4c0a763e08e381bd4e24d65fd,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,784,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,f95d8de32ef21fd8c37f8a87c70d7595029647ba76a0ab7ad1b937464ccb8f07,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,785,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,6f1df63f051766415f56eb6cb4064c26363db7a9de423652d307947ab30a892e,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,786,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,8b83088b9db14533d2fd4e7895ab5883e192d1199d83602c182f95c87b7e0355,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
C,data_analysis,alternate_reducers,submission_or_case_coverage_failure,fg3_retained,787,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,data_hdbscan,0.0,6f3a1ca01a9ed8d4710d4bd40bc732f2e345a283ef559899cfee7f942941bb6c,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,788,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,0486019618f7bcd05ee59fa7988978376c2b145bb44818a9baa864c265b7feb1,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,789,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,15917eed5047e3c73367bc0b052e4605836ca67ae3340d8c56fc00f939c86d91,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,790,"[true,false]",deepseek_primary,payload_input_interface,data_hdbscan,0.875,94fdca4aa50a57de676076100f470e6f1d071da601b02ae1e27a0573793f1c50,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
C,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,791,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,885513ca13e10460fce4a6d2ec9451559d2a9808afc28271d137a6039ed9b67f,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
F,data_analysis,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,792,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,09d7c58611373cbda93aa3332f5b947ca136e1ed460d999e236a8dd587e518e5,DATA-HDB-01,hard_contract_failure,source_window_ratio_60_v1
F,agent_tool_use,alternate_reducers,submission_or_case_coverage_failure,fg3_retained,793,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,agent_toolformer,0.0,37afb660f3ee8841733416bd68efffa8a7f49595b58d6e27474e85b0a95c1730,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,agent_tool_use,alternate_reducers,operational_success,fg5_exact_output_direct,794,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,b97f34cc25cec1d5d6927797225473bc10ee6458d7911bb0efcd9285d27d848d,AGENT-TF-01,operational_success,dag_greedy_ratio_60_v1
C,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,795,"[true,false]",deepseek_primary,payload_input_interface,agent_toolformer,0.0,d6105a994fe7147a855f873c85fc8c2bef6387db58848782a4a30cb9706e3fa0,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,796,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,c5e46a784e9a4834635eec9633edd7869e74bd93f4e349c2160f225d2a2fad93,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,response_format_successor,797,"[true,false]",deepseek_primary,response_format,agent_toolformer,0.0,51c6a000f758625b6dcec805b8e6a6b19f0ccd2e9de9f5bfc73f403d55b764a7,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,798,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,dd796a7d9a6d91c49c76fe63e9a39d612b1494c8b08c21245d437239fa9b6502,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,799,"[true,false]",deepseek_primary,payload_input_interface,agent_toolformer,0.0,0200dd0449f4f2f48d8a251d5de28973c0368eb17ffa3f2b50dbd7546d1a6cca,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,800,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,84d219da5504775376b2d8475272a409ab856d06b80166bee8a9235a1f424213,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,801,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,e1025203f6a2fa17fbcf548e4f541642da8f5061a82e1ac84a3b99d7c6f2de59,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
C,agent_tool_use,alternate_reducers,operational_success,payload_interface_successor,802,"[true,true]",deepseek_primary,payload_input_interface,agent_toolformer,1.0,407a15c58b682e065c8e7ca07c54165b34ff7eb460f6f6d871fccd52c792090f,AGENT-TF-01,operational_success,dag_greedy_ratio_60_v1
C,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,803,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,f1f39d144057a1646ab691d2df6313ff8d6abb40e407c56ce01974248423900e,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,agent_tool_use,alternate_reducers,submission_or_case_coverage_failure,fg3_retained,804,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,agent_toolformer,0.0,d5f0c5357321c74556a0efd73020298b2ede41db10708337e36c392a66206356,AGENT-TF-01,hard_contract_failure,dag_greedy_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,805,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,a9bbd49161a99b283518f0009ba2ef57e13b0e30750a16edbed02492b509cb73,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
C,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,payload_interface_successor,806,"[true,false]",deepseek_primary,payload_input_interface,agent_toolformer,0.0,6e19bc5e2aa568436f1d62d6196c97198ddbe8db135876ac5877d6cac6a3d46d,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
C,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,807,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,7f969e6404d692efca253942c77902bfb82669b211f68af8caba07656932cd2a,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,808,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,88558bbfddd8e92148c46e319661fd1af71424c0fa353405b8b23dd6d77f826b,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
F,agent_tool_use,alternate_reducers,submission_or_case_coverage_failure,fg3_retained,809,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,agent_toolformer,0.0,a5d39d4f525561476f6d4e1211c926d2ea925bd5249288729cebc6010ef43ee7,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
C,agent_tool_use,alternate_reducers,operational_success,payload_interface_successor,810,"[true,true]",deepseek_primary,payload_input_interface,agent_toolformer,1.0,53cbfd9e4873f570e5ac7179cde22fa50f5b1cefd1c7bb4b9952a18469bd0814,AGENT-TF-01,operational_success,source_window_ratio_60_v1
C,agent_tool_use,alternate_reducers,operational_success,fg5_exact_output_direct,811,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,911139a6e389370405265ca7f8b0ee1092f84f840006c88f6127fff306779493,AGENT-TF-01,operational_success,source_window_ratio_60_v1
F,agent_tool_use,alternate_reducers,operational_success,fg5_exact_output_direct,812,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,ff2f1f8a3910f3ab855ca92d820820a994605f22c0347f19419a7348dba8c97e,AGENT-TF-01,operational_success,source_window_ratio_60_v1
F,agent_tool_use,alternate_reducers,complete_submission_private_contract_failure,fg5_exact_output_direct,813,"[true,false]",deepseek_primary,exact_output_contract,agent_toolformer,0.0,152fc6b9883a28b2320dace0f9a47149270cf0991436f611d91d92febade7fe9,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
C,agent_tool_use,alternate_reducers,operational_success,fg5_exact_output_direct,814,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,e4702fcba743fe38e1bceb124787c0ea123667fa3b4be41c79db4232fd1c3435,AGENT-TF-01,operational_success,source_window_ratio_60_v1
C,agent_tool_use,alternate_reducers,operational_success,payload_interface_successor,815,"[true,true]",deepseek_primary,payload_input_interface,agent_toolformer,1.0,a12c5022e5ceab5a60221fcd7c64ea660f04fc337110374dd0dd8885b07ce2aa,AGENT-TF-01,operational_success,source_window_ratio_60_v1
F,agent_tool_use,alternate_reducers,submission_or_case_coverage_failure,fg3_retained,816,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,agent_toolformer,0.0,2297c2287be2567c3f4b03d76a33c7c80dbfb629b803ebedced38875b95971a1,AGENT-TF-01,hard_contract_failure,source_window_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,817,"[true,false]",gpt_5_5,exact_output_contract,nlp_llmlingua,0.359375,dde4edacbf735a81012c2dac9bb299b00b5465dc04dc16c10ba0fd089c881353,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,818,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,a63c11be6baca7020317021f21d63d7564ac92e5a2eed4fe6c2d1ecda254a116,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,819,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,7af2976b25eea150049f7a4f45a33130a6aaf0e96ed9fd279b781359c4c69fb3,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,820,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,00fee12f46c28d56fbe2a9873b213e8ff9b716b6db8a4ee28db1cb9ab044f47d,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,821,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,0d28f990a861c33a1031abc16377d54911dea8c86cb0ce09b4eea3148015995b,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,822,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,34c154713c8a9ab4c2ca8fb9eec3ff4ea6f63f800bc3ee75f040ea39f693f35e,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,823,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,66e7c978340c11312e6a2b092ef17cee050a7eea518715f25f51becc68231988,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,824,"[true,false]",gpt_5_5,exact_output_contract,nlp_llmlingua,0.25,2f98e3005cd7a0b212a93719eaa34b38851f8a5c1bba6f1c96e2c5b7f190b5bd,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,825,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,24526de9436b759acd419742835a25e3f6d4f6dcf481d36474a3a41c1a29ed50,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,826,"[true,false]",gpt_5_5,exact_output_contract,nlp_llmlingua,0.25,559b8ad1113edbba943d6119286b8c0b2b43ecf8e3b558b6a138d36523dd5b7a,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,827,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,edd1afa51bf96000aa49144251d54f7ed85d23fd96c1704e36679a5f4eab5029,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,828,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,167f58f393201bde914c3f286aa0c9b886d395e43bb47f56b6b13854600d480b,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,829,"[true,false]",gpt_5_5,exact_output_contract,nlp_llmlingua,0.6875,0007bd47644a76e03c53d9b122e0e2a67678e811aee02b1d3a943de145f6beb5,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,830,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,c019f8917e89f87570af1039a5a54da034dc9f9097ae4257132c6e3951602f94,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,831,"[false,false]",gpt_5_5,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,c0789025e084e440914c12bde32bd80d6a6a945a8ad81327e2225cd43b232e4b,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,832,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,d352fc69fb61bf2e6b9533aaf5455b413bb368fe752ab95cdef881ced00eb1ef,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,833,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,196e9f8ec06384c48dcd64b99b0d09190f867225fc659f529c865039bf3c30fe,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,834,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,32593a65d2d4df9728efb11627d08889191190769b066c0b62a321ef074b05ae,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,835,"[true,false]",gpt_5_5,exact_output_contract,nlp_llmlingua,0.15625,96685c5542b24cb8271e78394a5152c2a7a6a3b44073f60bd12032644f778b29,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,836,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,0d6b29ab51ae09c50484c3a3781dee8cd5da17fa1f69be21b03a81cbdb721b44,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,837,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,9c5fbe234e2cbb160a16523718db96989a2e4aa3d1d0c36da2b68c160d4aa746,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,838,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,80c8dde6acfa3188e73c0c9067d7b697da2bcde0fa1d013db8a4d9ee86bca981,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,839,"[true,true]",gpt_5_5,exact_output_contract,nlp_llmlingua,1.0,d98d63527a0eb3e13ed0ca235f1ceb625c75b361ee0c31d59a964d2d5126e719,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,840,"[true,false]",gpt_5_5,exact_output_contract,nlp_llmlingua,0.15625,9e6a8155339ae11af187fa8f869ef73cd73abec3445540ea196b1d90d520471f,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,841,"[true,false]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,0.34375,849a4e92424ff3676dcdab6505c1207d5c7fc5bf4c269323536589188fd3dc3a,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,842,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,221de1e33c464fb44771d4db9e6bbfed4e0c1d64ca4257a6369ce203309dd449,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,843,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,298e53eeb92cb400005cdc35952f2b83f8103c379582755f24010a13bf0e3ef1,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,844,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,db82e6be3a187583f150a1dac528d9d1fff8444f9d0a4e27543b154ff07ee91b,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,845,"[false,false]",gpt_5_6_sol,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,a5523e138e183440e089429dfdc2808888934e65b851e814894d236abe2a0a6c,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,846,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,81e791774e1a56f0e4a24191b4d6ce484be8a2ca9819684fbc46325cdced0faf,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg3_retained,847,"[true,true]",gpt_5_6_sol,operational_success,nlp_llmlingua,1.0,682a9a178508736b8a67897e415cfff32f8e77448bbd68eec4ae2c4d10027671,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,848,"[true,false]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,0.34375,045111243fd51e96db877368ea0a4ffa5a9bc7a745984545f1e4bd548b44141f,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,849,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,2f56069eea8c8f725dc5c59144d7867ae5148ea8d89f3bcf9fa3431d0d7072ee,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
