global_sequence_index,hard_contract_vector,result_source_sha256,source_endpoint_verified
520,"[true,false]",805281f0001e6c20c5fb727fff56378b49a9f045fb6e3b6d4000e9197b6c9a04,True
521,"[true,false]",21fe909ef4cb22e50c0fcf0b632ddb62c2bf5797cb48e185d4c9e7a25bbb23a3,True
522,"[true,false]",4ac349d664943663465a117aca5f1bdf1e2a570f291263c156f8cf70a0065077,True
523,"[true,false]",e70b5261e4c2cf0b461f2512647a010a6fc15e9ca0eb6bb9e1d307d2a53e6c7a,True
524,"[true,false]",9f5244bbe4eeeed18d0caa68f0accba7ffdcffa2e6a1cc5be9f2542444fc2917,True
525,"[true,false]",99b0ea59de6df9c88f1de0d869da10034fb1d5ad52616d0b33e1f9c0f2c07a1e,True
526,"[true,false]",ed9ec42362e04c235050224e3d2182de1b2e849e53fc8fb02c144c0fb0a195cd,True
527,"[true,false]",65f897f877d20940f910426ad47d7b27bc458ddcfb34bd9ed055a9fd2d166e6d,True
528,"[true,false]",84432fc88b4c455a0c0e37f894ea3c24076cb70f254ea2379aca834e7b785f8f,True
529,"[true,false]",6630a09394c06cd13118ae6bcc53133650535386a66735b86b42bbaeb71071cd,True
530,"[true,false]",6a39f94ca42dcbfe3429d56f64465a243703a90b58b8781866239c142217dd9b,True
531,"[true,false]",48b2e0c1692c2fc047e507d2566d1a7237984011fedccd768d34757c853f9716,True
532,"[true,false]",c740d4e5b91ab3d8df1b821bc646223af83398612e2aca06cee366ee6f85aaef,True
533,"[true,false]",78e4d1257edf5dda417d1022b3d7a2118c6fcc8c2c7e9fff769dcba11d3d623f,True
534,"[true,false]",1e47492166959570bf80614ebd3cf7fa1fe117e4cd33e9e3a94820b79db84c84,True
535,"[true,false]",6a800e3d71d8d58fa28e2a8568a501d3c325ce1a50f47ff33db42b10d7a6a25b,True
536,"[true,false]",1795d69eb5dd30d41cf2a551a7ffccfb0de28dba56716dec062a9ed1779286c6,True
537,"[true,false]",60781e0d42e4e9e4614ba342e51a9e0ea7b69cf860a32e82be772624a35007e2,True
538,"[true,false]",9792ca7a8b3eb4de10e6358eb64507b658931f7ee934c9b561e9db38139b6d8e,True
539,"[true,false]",7b03119bef9a4e735189aef8700a352dc3ac6ad31ccee12073c38b3a66c2b0a0,True
540,"[true,false]",330873b17dc6d4eb326584539546b604c738aa398e649aff747fe4322b0c4611,True
541,"[false,false]",175bc2fa71e6e1748052f4d571a01b4177a87a0d8551013f1967c8a75381194c,True
542,"[true,true]",8c8ad910ece76afc7d25655316a1dd7b41ac2dc154d6a0989609ff20fc80e832,True
543,"[true,true]",758f33886d564690efb790134cebaac94c4cc480e0bc2e1b8f57f93d428dfdc8,True
544,"[true,false]",0363798fb92737b53339c0c570259a44e4269fa904451450e5f6dd9ea87e356c,True
545,"[true,false]",e23f25f47868da2f19834cac47076affb0922bfea9d47276694bf3fedb38b0f5,True
546,"[false,false]",462bddb0acfde6305c20bd34f614e0f3240179eb47208831b6ea3428884437d4,True
547,"[true,false]",8f1f2de0f3302f28ab142f493f1846f27a65cdb2a8b7672ecd38bb81b7e7bf76,True
548,"[true,false]",45df8c9a12737fd372db3101a5ea420c3093d92d25365aa9d27876b53da2cd63,True
549,"[true,false]",d3a93ce395515a456f315048f3d95899f69bb230dbac1d1cd078d451adc2ec1c,True
550,"[false,false]",f0255775656d5a72249e6a2645633ab7ab945813c47ca0a4df40064b0b79f039,True
551,"[false,false]",4f548e8ef61685bf9c89a34345e9c83716c3b4cccdb32f61341960dc345b5026,True
552,"[false,false]",2b2e924dd496c405950751481f5e03831e281539ee7b47cea43c3ba1380814ed,True
553,"[false,false]",50735f1626d82fe96693206ad04095909162d7704a14888e6ea66a0b8499b376,True
554,"[true,false]",d7d17d61c9ddcaed850d224f32fe79966691a502c5c582a406de0eaca426f0d2,True
555,"[true,false]",6aed086fa7d1dd652858ff5221cdcc6c77eeac93132cf2dec556d58755e480e5,True
556,"[true,false]",65d4b11d7053e50c293ec1ee8f81fe44e17c88de8c3f31aa5f523f61f018d729,True
557,"[false,false]",ed8c3bfd6a33a7e81416bef33746bf36edaa5daf4bf6b9998db0b54258bfed11,True
558,"[true,false]",afd8fb9f47f2fff5a240b95df785f34e2c5fb0d5b66a0031b370b1dec0423b6e,True
559,"[true,false]",60ffba2f960ef1db4f71729430b5e2052ee79de257138789354ace273b6f2719,True
560,"[true,false]",bf2e65b7c69008eeb10e106bcd290a6867f727954ab672dc374f7f7af2a7a6b0,True
561,"[true,false]",e3cb004d6eb68005e8416e5c610c2394a858a7f4922c095afd4267ee91868a78,True
562,"[true,false]",00e0b6094a5f03478e265167cfedf96d5746ea232b00ca756785f40af77993ac,True
563,"[true,false]",cb2891a855b9f63929536555195cda34e94df659ffdf3b541acea56162079132,True
564,"[true,false]",f48a27000fa4607f941070612759cdd6860ea9eca3c384d033f0d5ab50c69025,True
565,"[false,false]",fa7517ade5db2f9fa22ed7aa7c1b263434f952b6a88ec3681b5e7c169bf7b995,True
566,"[false,false]",b1e05e06f124a75ca67c7f291e6a803ef4c5b22d2024d8c1d759a55e60e4850d,True
567,"[true,false]",3291957b10e2a6289d0307f6b37dffabb0b26059dc0d79936e2fc98f555368d8,True
568,"[true,false]",b825959fa32e876a15816f1a3e72d963b6a787032c309779cd863e6bf42b6b45,True
569,"[true,true]",d4becf209678400598874ab38ece10c8bb633180c988c266c67f2de7aed287c2,True
570,"[true,false]",02f591474ee02b2eca1b328aff66b2d77bb2fd248d98a95dde1f941a581e6a4c,True
571,"[true,true]",004d5505ed4693957baab8cb1850e13c746483025f0470faac499502c1cc65b3,True
572,"[true,false]",70a637bd9106482d8aad5107ce341661a5656f02323640a0d7da3618d16c3d51,True
573,"[false,false]",bcf15b434cd40042a330f60fb5314ce6a9e97134be306ff10e23edaf9ccf2415,True
574,"[false,false]",0aba4dc4e845554196e53a16d0d799ec6cc327fc620c3454621d8cb4e98c29af,True
575,"[true,false]",cd53f2b9ade5670e8653c07274c00aea0cb0ed5d4d4d79746e67e3b475d94a4e,True
576,"[false,false]",c0b39c89bfd131005b5952aedf8fc84f965d33ffa475466b37a63f478f2360ef,True
577,"[false,false]",a5056cb76d4f5b6894aac7847b9f20e2c897e6eb9986ca66b6a354256fb54b90,True
578,"[true,true]",663e3876d6354d5e3a0f7025d4e0f76d3ed537011be79b64b3fbe75b35c2abe5,True
579,"[true,true]",b0ebfd333b51548405dd68dbdfdff375871dcd7780a00b1e85ca7576872bf1e0,True
580,"[true,true]",0c3ccae803356e6759e6cddcc638e9177b19548525b20328114e085331783f05,True
581,"[true,true]",412fc6afc6ed1c40a1192e51eb99ac6b85be96527eef3e5cd8cddf8fc37cb9ad,True
582,"[true,true]",cedd2bb77d21374ad9e83bd9ae7c7b1a07fbe41b1b92214ba4952c0604dcb9cf,True
583,"[true,true]",6837aa9f4e16fa1b77106a762fc4f1fa46b72166afc59dde32aa7ea844ef4758,True
584,"[true,true]",02c6b2ee3d482a34ebc9bbffb221fa59e54eab8b079c94e29fed29014470bb9e,True
585,"[false,false]",1b373959cd76dbbda5fe81dea39fde83c2a82cd9bd3c0cccb3fd6dfc8729cb3a,True
586,"[true,true]",ead539b5f577828da5cedd8d48e860b6e918c31b297cc868a3343968e3b2b771,True
587,"[true,true]",6f4383a6220a37ec706e84772888820cf440b22e05e73ae58e6d63c58f9722b5,True
588,"[true,true]",ceeaa020d58992ecb39d9ddb8dcc9ed242dede0556251f1f03be4193f0747faa,True
589,"[true,true]",2b3dc2697a35e691b530bfd78b860d7b6822f94b50a47c0e2b8968ef450b092b,True
590,"[true,true]",f7edca7b0215a4466d37f82d66d1655a66ae0069be9d959d04b43520de4f9e75,True
591,"[true,true]",9404bc7430583629cc178553574003ca10efe76fb4494a4454edaaf66ac4330e,True
592,"[true,true]",d123afdec67618faac81ea338d51582a8d1f09858880f6458c523619e2a095cb,True
593,"[true,true]",8613b864ff0901234a4006fc6f235d55ddb5ae48a742ee7621fbae2b54a5c7c2,True
594,"[false,false]",c050d6f737b07c6118315c3555ffd465a541ff61898a6b9239706161b81ee3c2,True
595,"[true,true]",4932d48caac829801ca209db4e37fe0d6a9d497e39247a22fc271c8b65cd1aaf,True
596,"[false,false]",a5b01137713aa2edaca4ecf919c1eb554f739a1bc3222318ef0049a43a46c443,True
597,"[false,false]",a0454ecc1b428c1e93ebd3025e36c3ebd050c9b939561a34b2d96397ca7afde4,True
598,"[true,true]",671255f3f8dd6f0d26c99ac875704a9f49754343560b6f38a264655478a72f7e,True
599,"[true,true]",d679be918b0fa99a70088412c670660f0be9ee829941ad77fa346a8ef754e192,True
600,"[true,true]",95101600d34872bb132a28b102954b1eed03d3189a2ccb65de638b0daf10b41b,True
601,"[true,true]",eca1041c25da1d0fa5bc4b78ebf2e1a21b8a3fc9419f09feb636e9c9486e8b70,True
602,"[true,true]",e3b07ceaca4f4da42fe0105ed31dbce8713664f7831ba26d66bfba447443ee60,True
603,"[true,true]",0ee3c46f086dac003906ad7aea33277d86b3e007913729be3cf04d1fa2705d6e,True
604,"[true,true]",d83165cdaaac17e568ea247d462a91dffd7afc5ddb009ecd52eb75faf043ccba,True
605,"[false,false]",e9a18e464e007bbf7cab95f0949134c92c8fa7970dac5e30817906038bb9c3c9,True
606,"[true,true]",67cd6ac7b0d8620d13b706033b1eac01c312c7ea9377491a2acf30b5b02211d6,True
607,"[true,true]",c180deb36082fc4c7da25dd9bf6c821a6d696e3da935f8be7f2d0154a8576295,True
608,"[true,true]",e1f79f592842878ac42012bc688076beb2af11793db3a39377424ec5895b0755,True
609,"[true,true]",41ec8550e2f6432ad3ce0ea6c28f91ec22f424a06f020dee8025e8519d0f5482,True
610,"[true,true]",555262be4b1faacec19cb9916ef032b523ac595f0ae8e3b210811d89c090a75f,True
611,"[true,false]",18969258d867ddfc2800515dd0e8d5f0b4134c565b8a51369fc046814d6d0cf9,True
612,"[true,true]",4afa3a80a19745c78a3e77af7ad4b4a2cfe3d0a1486f4e4825ca95bc8716ee79,True
613,"[true,false]",bb64528e14650d372944ee28347a339454f36b12933be7d814ef4dcd1ded7087,True
614,"[true,false]",8c542a9ed3c0de5c6bce4165df7c37c3e72015696291a1ab3463f1e83f0d0775,True
615,"[true,false]",d55e2788fb459eb644de77d277788234fca596a90293a88834421a904ddb56cf,True
616,"[false,false]",dee5962d94a9d30408ab3d6f0567c2571e283a0906d3ef91947717cb879f25ab,True
617,"[true,false]",74bbd4f9d42b0d1efa4e13935531937a457c2260e27c21476a60ede6abbe1afa,True
618,"[true,true]",5d10ac537b9efcc9418458615206fb85656520c5ec6e4fa9723fe62f27c9a88b,True
619,"[false,false]",0a0d6f0bbb03941f911b802196a2b36d58c4ba83618554dab706c0478ade16f4,True
620,"[false,false]",ce8cb50428695e7763873e9565993e8a1f3f3b46433e745714801adc443f449a,True
621,"[true,true]",b56d7d02bfaafcf8ff9fc7bf718a708458e9021c9160cb91fe02f323cab00600,True
622,"[true,true]",8c83c1262c28f7eded71d0ea08ea84965ba3384f29daec3c1456253fefaf837f,True
623,"[true,true]",7648289acdfb0a7602cc2f8839a8c2f4b53f345354b4443ede15b99c4edc7764,True
624,"[true,false]",f247aa95d28e2cc656442db7f72bb96df63fabef8206c7a2ce03e5c5ddbc8782,True
625,"[false,false]",f87954f1dc2f48e83a07c8a24f98f51cf39e5f2012522b21dc2adf9377cc8b4b,True
626,"[true,true]",78446471b0b42770fb4405b736706f079c782ab8da07276be4ee57e8f08b7064,True
627,"[true,true]",2feae3c01d8846d9fd02b84d0e57bead30dc5c674f5a5b5325db3d4962302247,True
628,"[true,true]",d461586276205068598ffd75e75921ed6fd64d3ad87477ab64b59b7b22d7d567,True
629,"[true,true]",16e245fab533992aaf7ac8f05b0386a796e7c9d5c3c2a94b4e3835f58b21b694,True
630,"[true,true]",e410cc11bef29becd17cffc1aad8e54c0fe7b8dd5a07a6379abc1140948ef4f0,True
631,"[true,true]",0f565d9d4c53a0dd5ac43adab0f0a1c4c85c5fd5a83cabac2860b1cf32a7c9a1,True
632,"[false,false]",cf68c2a98eb23bc8d72e2f8cb5751986c93d7d0528c90d1aa3c95ec5bce2693c,True
633,"[true,false]",6e530685dc2a9bd356ca7dc826cd6af88277ae9c4b3456a8229d490e2efd0cc1,True
634,"[true,true]",224ceec28279a97d4cc64dbafa32b13bf8fd6f805456b31ffab8fd4e57c7b05b,True
635,"[true,true]",025dc0a0169f28cbed01ae27f4132363095719d759f83da56929d78db38d4262,True
636,"[true,false]",4904d16cbbff20d37cc632011de6eaa150b1e1fa1208ef316b60b84f7d65ba60,True
637,"[true,false]",639e69d112af2e498a3ec50cb28fe82297fbff1aa834f87ecf927e3dd7609377,True
638,"[true,true]",1a5aa337f01837e209b87a99569117ad40985eb3744d7572ee90aea418855471,True
639,"[true,true]",5817fe7cae35e4c23f0b93fd2ef5447cf1b6724029c04c3996e905f6cde5d487,True
640,"[true,true]",2b548858629262d0d5110a701ce3929e693f199b2f680c3f5d6cb144ca30cfa7,True
641,"[false,false]",3db2c80fb827c4f91cf8f5792e85e94827a8d147c41d35b728bca74d24b99816,True
642,"[true,true]",86afa864784f213abd233052e17d1e21c1b4454460a2c951ac469add8a489b46,True
643,"[true,true]",83c3fd45b2ff923c0664ce12080c5a8f27047c27b8e9cb601a0443284c9cafaf,True
644,"[false,false]",74fa6d755100edfe9b1e2273b8c7f404b6ff69ea0592b3a82d5e78b616d81190,True
645,"[false,false]",ed17abe1bd880c617dc41cbaa63914ca1bd6ab965efe950befdacc551972e994,True
646,"[true,false]",5b8d99d25d9f477ce2ed4e6509d8ab83d1c704202bef30b9e060041c0973a169,True
647,"[true,false]",59b4e2057524f726b1c4cb710c2508d59f64080160a52cd1078531edc9bb8b43,True
648,"[true,false]",e1d36fa2e2f94bd9a505a5e493d94f3e73f58a60679532af4a496c44e1e4e594,True
649,"[true,false]",a6f7a114d728191e202fac92e9952fe0430f9172c5a8b99379bc36100f94c656,True
650,"[true,false]",29023a3334b3e8cd499441cc95d916995291462237c28fb42c928672c3a147c9,True
651,"[true,false]",6f54f2f7fd89a10876d1a1127efef5c4193f5278c069dcb2e307e659a06ebf56,True
652,"[true,false]",840c6f328f8bea878bd131d24bf0a74e7a9ade87940fcc468f47a90ccaa898a7,True
653,"[true,false]",9ece8f63b9071e45947cd70e1dbb78ef7e8b4990a3993ea7979f3ecd50da947d,True
654,"[true,false]",10c314f1bf444f7f64ea6f6e88a39cb6712228760223ea755453e066266f9281,True
655,"[true,false]",7e84dd51ca1d81d64c644f8b78db572991f797cff70acf1b513c6e824d7805f1,True
656,"[true,false]",58d55e1e9f70cbee274c7eb5c06ce0de69068f01e9d83af6b989540304092fdf,True
657,"[true,false]",cf84c0d2418036f769d55bd65f7df12ec9a0b2a7ed94bae03d3fbeaf1da9d9bc,True
658,"[true,false]",c76fa1d7bf8b4d7332ef50202c35d7ae51eccc366d6031c550c30f658b43c900,True
659,"[true,false]",e76b7dc9867fb2d76e60240bd9e5adb06a1e2218a5a1361c95c2708054b6ab7b,True
660,"[true,false]",6e162df4dadc4eab8ce96047fdf96088782093970fbd0effcad9f5439e601b3c,True
661,"[true,false]",fb0590478367ee6098c90b8576d5da2d03cf58082302ef8d8416a23c412dcc1f,True
662,"[true,false]",535822ddd8af7ee5281f3a243c31e5c0015ec29e1607354feaf78a553709d65a,True
663,"[true,false]",70bbd8fc1634426eb0d72ef0a9965821d101c972b65da62dfd96ff93f378994a,True
664,"[true,false]",d5419ece8c3aaab58d13bf1203830cb4e673a1f477faee812a731ffd1458b08a,True
665,"[true,false]",7ce51f1325c232d80a19c8acd67559e1ffcffb8f43f1aae93baf2144aac9c2bd,True
666,"[true,false]",8c913f49f2f53185e3568297d1f350cda1c8d2ca3c8d9a624a2957ab3bf4dc12,True
667,"[true,false]",36b65f178b36211a200dc25db5ffda8175840d34041640e222d729141d499196,True
668,"[true,false]",ab1920b9e5c378a8c69169ddd7755c5d22bb0553dfb9cacf1aa16c6d987a3ae2,True
669,"[true,false]",68c88fc842fe57930f9ed523a286eb310871fb448f8d42f0e4c223207065c7a3,True
670,"[true,false]",458fb43769b17004882d84e1dfd3f90cda0e2d20eb33111ac924e6558832a443,True
671,"[true,false]",26256e8969012110ae48ce9ed1f2de4273ed7ce10fdfe2ea5a4039d1b06e3859,True
672,"[true,false]",05635ab2f521ca96bfad9e56b3247430e2ab69fec642ffb51f577747bd507222,True
673,"[true,false]",8fbe2e35b320f9d08f6c750acd3ac681c532a33ae6b0422cc5c5297d1bffd4eb,True
674,"[true,false]",d9166905da9c3281a8a91f61779f2b53649e97c3b6c799b0b231d134c675369e,True
675,"[true,false]",4d8250493da59382426a30441a29f0672ff1e9f03b31630a9f847fc4586dd859,True
676,"[true,false]",58f07226f162bdf5035f0df01a924b4c54b4d72bfc84639b7c923e40c7c86951,True
677,"[true,false]",8f1ab1a4d60306c61ec28c285237f871767d2150b9d2ba6bf4b22d481ccec4fc,True
678,"[true,false]",eeae563e3029bbcf2d496e363e1ac94c5ff255a3f97ebc438a5fea9672104ed6,True
679,"[true,false]",0f31d50f76a95d9a74fe88670db26e3718af1d2a53334cf60a838149bfa8861d,True
680,"[true,false]",de74547d1dd2ef5554273a78c1cd4c9afeb03fb976039337a147cbf045abefc9,True
681,"[true,false]",5463905ef7b1030f0ae34f991a368300dbdf1bed5a3910be5a74b8a58aa878d4,True
682,"[true,false]",9d6092e327dfe76d47426db449486c2b1c98d429f9eab0dc89a4da4849564c76,True
683,"[true,false]",9060511f9ad33708e0aec5e873e08c272bd68d1f47c34932b752ff063c1fa7a7,True
684,"[true,false]",720c5fdaf47dbdea71a4d2520697bf38c1c2be97506be0d1c1864ee875e70f23,True
685,"[true,false]",7ecb7c2447e059ccd2160bfd701bac5ce137ce0d2256a9592ec34c488402c2cd,True
686,"[true,true]",6ba422ef41f9f6f39aae0870345a96a0fe2edf787d003f588ecdffb14f9aac9c,True
687,"[true,false]",b45ff458d87b06467baae55330d26fc4b7f9363b20a769856e14ae4b717b0d5b,True
688,"[true,false]",874e9c6efef6c6f765c58bb8f20d9b6d7560689ad5a52f4c82f44c567ab06ec4,True
689,"[true,false]",e23f4e03aa94ca9b5abd0a41d5b5505f290802bff693844a735c3b9e18d16566,True
690,"[true,true]",9a516b4a7267d9d2ff4b0beb631a127649641b62eafa39de751f1c868f3923fa,True
691,"[true,true]",b557953ea2c7539444d9e148ed1132e914cfc4756dad7b06d8353f134126a1f9,True
692,"[true,true]",9c599b4f64579e5f23a39ea850222503d065a15652892c7d2bfb4705437c3230,True
693,"[true,false]",019f52c38459f29b7fb9c484f97ee53e7106ccb5ed76867cdcea1a0f95848264,True
694,"[true,false]",9025b4d66ee7d966230b816a2f19137898abf15e6cb9f7f468f3802e185719be,True
695,"[true,false]",4ad0b25c6457ff335053236a4c37211e4e8c4131161b5b2762cc0b4e78192179,True
696,"[true,true]",e6435f9f0e3e2f71a05bad260e98619a8f892463eddb00449fa652e1e8eb7394,True
697,"[true,false]",da5292489ff97b9189edb98ee33c3a5bfbfe9c4b4a65942bb2c9522158f57166,True
698,"[true,true]",44c2484fd405dde8f544202f138701aa858aaaccb33a82791e6b1ea0de6cd86c,True
699,"[true,false]",e1ee74efe716631e14deefda890e916a4276cbe5257c4644746612b7c1c17038,True
700,"[true,false]",9f51d7744a9502c5bb7c9361c3d305586e313bdef3c8e509d692b9e930558a5d,True
701,"[true,false]",3846d229f598be6dbd575618905c62ed05541b8507cc96df9265945c46072d74,True
702,"[true,false]",4dde6b00480448d65f77f21e558eea0ea80efd86e42b1d7517fa5c6a278839c2,True
703,"[true,false]",8c106cb04f9d9cc9d1264f17a46e93a04b13698bac27f85ce32e94a6837fdd38,True
704,"[true,false]",7d0e53729fdd612150162a15455a269dea6ba6d77f5b76447dbde4ab179fe9a3,True
705,"[true,true]",762d9b3f58066de0bf84d2720cbffe151b9c492f714253a3619e8851caabde05,True
706,"[true,false]",c6dff30a1ea46035a000c4f692d1a1e26794adcbeea08725d3f4a49d2d352134,True
707,"[true,false]",88be2eb8941146379064731daa494679d2b1afe4a741f6a5a73c186f65753ebd,True
708,"[true,false]",16c7c52a50c69d9749ea155e2e550ce0a4c660c0e9d48a28a02ec27c3065995f,True
709,"[true,false]",5d5e0761050a671f56b96fe3af9a3530cab48d719a9dc3475ffb9a22e13ed637,True
710,"[false,false]",7e3246ab4c03b579cce28a04fcbec9f7527dda31de88aa1008e857e86d1f4ea5,True
711,"[true,false]",528cb7de96adc9f726fab21e1e899b458243e7a53194bd6f9f46041c8e12bfe9,True
712,"[false,false]",f67a6705692cb141c01cac4e602686aa467565a675f69aca0b7acca8ea02901b,True
713,"[true,false]",c8379363f7f45c2f58612eeb3f88f7539f72061754cef8c388cccfa9c2391a72,True
714,"[true,false]",a49eafff3dd7654ff08998cefa2ad078545a7bca1a8a9caf58099c07a34a9dd8,True
715,"[true,false]",aeb2ceddc4cf435c37d510f917e96bb93ebe1990cd97d544c95623b44f932a00,True
716,"[true,false]",8afe102836e81b80a0dacf7f2bfcaa420f84ae302dc4c09376d1eb49bcd0447b,True
717,"[true,false]",28dd6d7fddf27bb0fec8ba8eeb48bb1c7824e077eec347fb386c19d2978d4c60,True
718,"[true,false]",4e89189ae0c0efe91fd10f650507af179c707b5e814a757ea31865fb8da546a7,True
719,"[true,false]",e0225320eb7a61a68da81cb3fca56129f6e422c6ce5a14f34bc116a6bed61597,True
720,"[true,true]",e1e682b34e50b819b1791f2970bcf84f474b95a8ec0c0824ccc0ca72eb38ddca,True
721,"[false,false]",f9ff7e67a62a6ccb5db37016eff29eae32f8a8fe0f5f7277f6fa35f02abc0e53,True
722,"[true,true]",d355f11f3298a7a41a23fbc11b277276b8ecbeda952dd6e2066d2d9f4a92a6b7,True
723,"[true,true]",936075c8521731a28ad0053faa4d92db8a8aa019fc77bcf6b60d4fc911b72f54,True
724,"[true,true]",fd2dd95cfaac2bac7e67c4eea103e05a639ed17276676adc42db22ccdea93523,True
725,"[true,true]",ebddcfccf8aebe2494e1b425b70c619915cd9de60d69aafa312c02d51bdc3397,True
726,"[true,true]",2b194c4d3017dc6f2e36d78790084b76459b970dd83c06ab4763e305288528b5,True
727,"[true,true]",01a76cf10610548865fbd730310a95bc2468e528f280a5238f219e983e813ab5,True
728,"[true,true]",f0bda979fbe18eded576dac643684db2a5f0e340426fe196e1dda8ab400bfa8c,True
729,"[true,true]",6f57bccb409c5732cadc2fb42ba4901162f39c2cb84f87e999d42220a5691ffe,True
730,"[true,true]",703661e049d0cf3ba6bfba02515b3a684acd093ab35d9d6a32487a648f4bf86f,True
731,"[true,true]",c5d8cf14d09c74f1785512f4da14175afcb2e8c6715882aeccf5bfd8c39b8b25,True
732,"[true,true]",e8e71f3d19787668176e5389fe8938340e3f651b20e9adc72f2bbf599b993d21,True
733,"[true,true]",c1ae686f06498aa37d62eb0a2dd71453acd3bfb779dbaa09fbf3acb43b0d5668,True
734,"[true,true]",dead7539201481db72e41ac28ed31c56f05bb7c3e3aaa6463d4479788af7daab,True
735,"[true,true]",e77c07721aef5ed25382c8948422d64abeb59fc0dac006b6742666563b96456c,True
736,"[true,true]",f2f85dd3bcf6dac4891898c8f8c73a20014c017efcbb9696d6ae7b73a0f790bd,True
737,"[true,true]",616a748c9dc647a1242bc60ff9a28a466d2228cd19f524860654e41b646a09ba,True
738,"[true,true]",399115c2ba2085081da59651ab3ec2c55879ad2b86f68f2de79648906b14974d,True
739,"[true,true]",33abe0dfb9dc226199569d470b3d484a0433a8ec38bbcf71855a7d4c67a6da2e,True
740,"[true,true]",f4c1beecec98fcf871162b199b40f0e0b0fa8d647904c1be308f7eb881bb4b65,True
741,"[true,true]",ba85ea684a864d519a42c323a4b483e0230b9b5bf50e18cd2da7ad49f9b848bf,True
742,"[true,true]",c35c433b95dabf3e9864aaba6a6b1f29b2d7ea4031e6024063858cd1812d74a4,True
743,"[true,true]",660288ae763d462813ca7b778f91d39d33f27ccc5ceb23df28ae615c4b751055,True
744,"[true,true]",c99e9f8592be13facacffc7f278e3bf23044b2fb6f5b1f73814d10c5e0317464,True
745,"[true,false]",4fa5a848bd21a8267c38fb728dc6a69bbfb15bb0f24a48c34cc9d618291bf1d1,True
746,"[true,false]",588ab5029767453a21132ba0a83756d245ee661d08bdac50bf7fa60dee58dd44,True
747,"[true,false]",70a38ac76a0ef5c9ad95ebbfd4683a9a88566a67c47a6b29cf6d3af183a8a09c,True
748,"[true,false]",350d6771b630f4dc54f7b3bcf4582da876001a344c3655ad61756ab3c95075d2,True
749,"[true,false]",ce892f046dd9dccff30f9b107a21949f0f4662158afe7ad86700c1124dbe5fb6,True
750,"[true,true]",ac3c1dd3d42acbb42271f334d58ddac7e934464a4e74a334995f8bae9c4a7b07,True
751,"[true,true]",f4a1e13784cd685d157dd591ed6f318e0cae96913068c00fbfa3745ba8a540d2,True
752,"[true,true]",a66d9f76fd4ab4ed1b039ae2ccfdbf971a1fcec1117861052858094a19d4851a,True
753,"[true,false]",213fdda905b58c25d2a85b1317cf7845d2ca30f156fadd86ea6306062ff89b14,True
754,"[true,false]",b63c3d68a26e70ed9c1fd35b62ea642dc1fd0bd28b512a792602ca45e386ea7e,True
755,"[true,true]",780b6a0fc165db05ca5e78db3ef24a37c62ff1623e97ff6baa1b511406198855,True
756,"[true,true]",83d3f005f809bd83c0cfa72303de4f8dc52ada63480479c3bad431300a86d20b,True
757,"[true,false]",263d374b49b8999dd8c2127fb93e249f2c31f8b5898d4bad67ea59a8eb200800,True
758,"[true,false]",17ca094888dbf20074c8abad4a9b675520a4ff98f022b1cdf2e2ba683c86a899,True
759,"[true,false]",f149fbd0db6b2985a04e97140ca5fb06031ec027d467422951e7b01454eea478,True
760,"[true,false]",ae5654b0cafc1808071178ddbaf3ec1618240fbf63b032a1fb9fca69a1b1b9f0,True
761,"[true,true]",d9069f544231c6e738643da4b3a2779b9b9f461c319101826c7784d45b77990e,True
762,"[true,true]",7686bd1a26c0049a07945784247047e6c6704ff2895ddcf5da76f6e8bbfff335,True
763,"[true,true]",f98c7e51c99916f5bd61cf87a79841f71c4f5afeaa4ec307c076c92addafb239,True
764,"[false,false]",49b3b16aebbb619de65f0dc37204585bf5a9381dab1a52644acf636f2a3bc9fb,True
765,"[true,false]",cc883cf8694fddc40a6fccbbea431c2be57402da5d3e2ed3e116d95a9e542b60,True
766,"[true,true]",00bd2bae10b9823c0cef8f89b1e073898c618809f5f0d2249b072655de97ed85,True
767,"[true,false]",880ec508f1dac5ab93266108924ac5dc5b10b767b9925bea49a851fecab7a423,True
768,"[true,false]",7e61e0778c852da3460f65daaa8ebe797d269b4369cb8e84ddc1d7609c6ad2c1,True
769,"[true,false]",9ecec98ae4d82233280910795d533bb2c92982d520e908e942a6bcc4e6cdb281,True
770,"[true,false]",8fc22c086556aacec8721969b750cc79f347e1ec12384c3396cb8d78afaab7df,True
771,"[true,false]",236d1f8b17ef001b5a2b8c53382ce1ebef9682f5741d9829f2338f6f9dff0892,True
772,"[true,false]",ef91ea4cebc48212fa33e2fa7ee09cfda81619c7c15b6f907c1ed9b019bd1b0a,True
773,"[true,false]",42b6c546dbac7b17b7747f8415d0e6946c4d78553df21f58a0a9b7485d723b82,True
774,"[true,false]",c1a59196f789f917e54542caa2a03dede4d01b193c9812025db1b798d173bd92,True
775,"[true,false]",15473a4064b8e0b9f1481da017ba6b8fffe0f2c28bf1adbe1441f1e23504357b,True
776,"[true,false]",7964f16a75f45e7a39e5e0d2e921e07146b0b92d944b522998e1ae43ad0a70c0,True
777,"[true,false]",e45f754b3e754399f10f7555237127656296e5fe32c284a4de4cbb3d52fd5db3,True
778,"[true,false]",d9a91ce5d53f2708ed492f2dc4a3bec17a83a8e4a7eb9d57c686e2b27030745c,True
